Entry	Reviewed	Cofactor	EC number	Organism (ID)
P9WF11	reviewed	COFACTOR: Name=K(+); Xref=ChEBI:CHEBI:29103; Evidence={ECO:0000250}; Note=Binds 1 potassium ion per subunit. {ECO:0000250};	4.2.1.136; 5.1.99.6	83332
P9WH09	reviewed	COFACTOR: Name=Mg(2+); Xref=ChEBI:CHEBI:18420; Evidence={ECO:0000250|UniProtKB:P26392}; Note=Binds 1 Mg(2+) ion per monomer. {ECO:0000250|UniProtKB:P26392};	1.1.1.133	83332
P9WKI3	reviewed	COFACTOR: Name=a monovalent cation; Xref=ChEBI:CHEBI:60242; Evidence={ECO:0000255|HAMAP-Rule:MF_02250, ECO:0000269|PubMed:35338694}; Note=Activity is highest with Rb(+), followed by K(+), NH4(+) and Cs(+). {ECO:0000269|PubMed:35338694};	1.7.1.7	83332
P9WKL1	reviewed	COFACTOR: Name=Mg(2+); Xref=ChEBI:CHEBI:18420; Evidence={ECO:0000250}; Name=Mn(2+); Xref=ChEBI:CHEBI:29035; Evidence={ECO:0000250}; Note=Binds 1 Mg(2+) or Mn(2+) ion per subunit. {ECO:0000250};	1.1.1.42	83332
P9WNS1	reviewed	COFACTOR: Name=Mg(2+); Xref=ChEBI:CHEBI:18420; Evidence={ECO:0000255|HAMAP-Rule:MF_00183}; Name=Mn(2+); Xref=ChEBI:CHEBI:29035; Evidence={ECO:0000255|HAMAP-Rule:MF_00183};	1.1.1.267	83332
P9WPH0	reviewed	COFACTOR: Name=Zn(2+); Xref=ChEBI:CHEBI:29105; Evidence={ECO:0000250}; Note=Binds 1 zinc ion. {ECO:0000250};	1.1.1.193; 3.5.4.26	83331
P9WPH1	reviewed	COFACTOR: Name=Zn(2+); Xref=ChEBI:CHEBI:29105; Evidence={ECO:0000250}; Note=Binds 1 zinc ion. {ECO:0000250};	1.1.1.193; 3.5.4.26	83332
P9WQE0	reviewed	COFACTOR: Name=NADP(+); Xref=ChEBI:CHEBI:58349; Evidence={ECO:0000250|UniProtKB:P9WQE1}; COFACTOR: Name=pantetheine 4'-phosphate; Xref=ChEBI:CHEBI:47942; Evidence={ECO:0000250}; Note=Binds 1 phosphopantetheine covalently. {ECO:0000250};	2.3.1.292	83331
P9WQE2	reviewed	COFACTOR: Name=NADP(+); Xref=ChEBI:CHEBI:58349; Evidence={ECO:0000250|UniProtKB:P9WQE3}; COFACTOR: Name=pantetheine 4'-phosphate; Xref=ChEBI:CHEBI:47942; Evidence={ECO:0000250}; Note=Binds 1 phosphopantetheine covalently. {ECO:0000250};	2.3.1.292	83331
P9WQE4	reviewed	COFACTOR: Name=NADP(+); Xref=ChEBI:CHEBI:58349; Evidence={ECO:0000250|UniProtKB:P9WQE5}; COFACTOR: Name=pantetheine 4'-phosphate; Xref=ChEBI:CHEBI:47942; Evidence={ECO:0000250}; Note=Binds 1 phosphopantetheine covalently. {ECO:0000250};	2.3.1.292	83331
P9WQE6	reviewed	COFACTOR: Name=NADP(+); Xref=ChEBI:CHEBI:58349; Evidence={ECO:0000250|UniProtKB:P9WQE7}; COFACTOR: Name=pantetheine 4'-phosphate; Xref=ChEBI:CHEBI:47942; Evidence={ECO:0000250}; Note=Binds 2 phosphopantetheines covalently. {ECO:0000250};	2.3.1.292	83331
Q00583	reviewed		1.1.1.34	3981
Q00707	reviewed	COFACTOR: Name=heme; Xref=ChEBI:CHEBI:30413; Evidence={ECO:0000250|UniProtKB:P04798};	1.14.19.n5	227321
Q00791	reviewed		1.3.1.-	227321
Q01559	reviewed		1.1.1.34	4096
Q01911	reviewed	COFACTOR: Name=FAD; Xref=ChEBI:CHEBI:57692; Evidence={ECO:0000255|HAMAP-Rule:MF_00845};	1.14.13.231	817
Q02198	reviewed		1.1.1.218	303
Q02NB5	reviewed	COFACTOR: Name=Mg(2+); Xref=ChEBI:CHEBI:18420; Evidence={ECO:0000250|UniProtKB:P08200}; Name=Mn(2+); Xref=ChEBI:CHEBI:29035; Evidence={ECO:0000250|UniProtKB:P08200};	1.1.1.42	208963
Q04797	reviewed		1.2.1.11	224308
Q04800	reviewed	COFACTOR: Name=FAD; Xref=ChEBI:CHEBI:57692; Evidence={ECO:0000250|UniProtKB:P32791}; COFACTOR: Name=heme; Xref=ChEBI:CHEBI:30413; Evidence={ECO:0000250|UniProtKB:P32791};	1.16.1.9	284812
Q04809	reviewed		1.3.1.-	224308
Q04894	reviewed	COFACTOR: Name=Zn(2+); Xref=ChEBI:CHEBI:29105; Evidence={ECO:0000250}; Note=Binds 2 Zn(2+) ions per subunit. {ECO:0000250};	1.1.1.2	559292
Q04M32	reviewed	COFACTOR: Name=Mg(2+); Xref=ChEBI:CHEBI:18420; Evidence={ECO:0000255|HAMAP-Rule:MF_00435}; Note=Binds 2 magnesium ions per subunit. {ECO:0000255|HAMAP-Rule:MF_00435};	1.1.1.86	373153
Q05145	reviewed		1.1.1.82	3544
Q05213	reviewed		1.5.1.5; 3.5.4.9	273075
Q05531	reviewed	COFACTOR: Name=FAD; Xref=ChEBI:CHEBI:57692; Evidence={ECO:0000250}; Note=Binds 1 FAD per subunit. {ECO:0000250}; COFACTOR: Name=heme; Xref=ChEBI:CHEBI:30413; Evidence={ECO:0000250}; Note=Binds 1 heme group per subunit. The heme group is called cytochrome b-557. {ECO:0000250}; COFACTOR: Name=Mo-molybdopterin; Xref=ChEBI:CHEBI:71302; Evidence={ECO:0000250}; Note=Binds 1 Mo-molybdopterin (Mo-MPT) cofactor per subunit. {ECO:0000250};	1.7.1.3	237631
Q05756	reviewed	COFACTOR: Name=[4Fe-4S] cluster; Xref=ChEBI:CHEBI:49883; Note=Binds 1 [4Fe-4S] cluster.;	1.4.1.13	192
Q06063	reviewed	COFACTOR: Name=FMN; Xref=ChEBI:CHEBI:58210; Evidence={ECO:0000250|UniProtKB:Q5SMC7};	1.3.1.-; 1.3.1.90	559292
Q06197	reviewed	COFACTOR: Name=Mg(2+); Xref=ChEBI:CHEBI:18420; Evidence={ECO:0000269|PubMed:8467073}; Name=Mn(2+); Xref=ChEBI:CHEBI:29035; Evidence={ECO:0000269|PubMed:8467073}; Note=Binds 1 Mg(2+) or Mn(2+) ion per subunit. {ECO:0000250|UniProtKB:O88844};	1.1.1.42	3847
Q06417	reviewed		1.-.-.-	559292
Q06892	reviewed		2.7.1.86	559292
Q06963	reviewed	COFACTOR: Name=NADP(+); Xref=ChEBI:CHEBI:58349; Evidence={ECO:0000255|HAMAP-Rule:MF_01601}; Note=Binds 1 NADP(+) per subunit. {ECO:0000255|HAMAP-Rule:MF_01601};	5.1.3.20	243277
Q07422	reviewed		1.5.1.3; 2.1.1.45	5811
Q07801	reviewed		1.5.1.3	214684
Q07982	reviewed	COFACTOR: Name=NADP(+); Xref=ChEBI:CHEBI:58349; Note=Binds 1 NADP(+) per subunit. The NADP(+) cannot dissociate.;	1.1.99.28	264203
Q08908	reviewed	COFACTOR: Name=FAD; Xref=ChEBI:CHEBI:57692; Evidence={ECO:0000305};	1.16.1.9	559292
Q08IB7	reviewed		1.2.1.26	192
Q08IC0	reviewed		1.2.1.26	192
Q0AV19	reviewed	COFACTOR: Name=Mg(2+); Xref=ChEBI:CHEBI:18420; Evidence={ECO:0000255|HAMAP-Rule:MF_00435}; Note=Binds 2 magnesium ions per subunit. {ECO:0000255|HAMAP-Rule:MF_00435};	1.1.1.383	335541
Q0C8M1	reviewed		2.3.1.161	341663
Q0CJ59	reviewed		2.3.1.165	341663
Q0CMM0	reviewed	COFACTOR: Name=FAD; Xref=ChEBI:CHEBI:57692; Evidence={ECO:0000255|HAMAP-Rule:MF_03212}; Note=Binds 1 FAD per monomer. {ECO:0000255|HAMAP-Rule:MF_03212}; COFACTOR: Name=FMN; Xref=ChEBI:CHEBI:58210; Evidence={ECO:0000255|HAMAP-Rule:MF_03212}; Note=Binds 1 FMN per monomer. {ECO:0000255|HAMAP-Rule:MF_03212};	1.6.2.4	341663
Q0CRQ4	reviewed		1.2.1.-	341663
Q0CZL3	reviewed	COFACTOR: Name=FMN; Xref=ChEBI:CHEBI:58210; Evidence={ECO:0000250|UniProtKB:Q5SMC7};	1.3.1.-; 1.3.1.89	341663
Q0DWH1	reviewed	COFACTOR: Name=Zn(2+); Xref=ChEBI:CHEBI:29105; Evidence={ECO:0000250|UniProtKB:Q96533}; Note=Binds 2 Zn(2+) ions per subunit. {ECO:0000250|UniProtKB:Q96533};	1.1.1.-; 1.1.1.1; 1.1.1.284	39947
Q0DY59	reviewed		1.1.1.34	39947
Q0JA75	reviewed	COFACTOR: Name=Zn(2+); Xref=ChEBI:CHEBI:29105; Evidence={ECO:0000250|UniProtKB:O49482}; Note=Binds 2 Zn(2+) ions per subunit. {ECO:0000250|UniProtKB:O49482};	1.1.1.195	39947
Q0JKZ0	reviewed		1.2.-.-	39947
Q0P4J9	reviewed		1.3.1.22; 1.3.1.94	8364
Q0PCF4	reviewed		1.1.1.285	4513
Q0QLF4	reviewed	COFACTOR: Name=FAD; Xref=ChEBI:CHEBI:57692; Evidence={ECO:0000269|PubMed:19549881, ECO:0000269|PubMed:8555176}; Note=Binds 1 FAD per subunit. {ECO:0000269|PubMed:19549881, ECO:0000269|PubMed:8555176};	1.17.1.5	1528
Q0TKS7	reviewed	COFACTOR: Name=Zn(2+); Xref=ChEBI:CHEBI:29105; Evidence={ECO:0000250}; Note=Binds 2 Zn(2+) ions per subunit. {ECO:0000250};	1.1.1.-; 1.1.1.1; 1.1.1.284	362663
Q0U9D6	reviewed	COFACTOR: Name=FMN; Xref=ChEBI:CHEBI:58210; Evidence={ECO:0000250|UniProtKB:Q5SMC7};	1.3.1.-; 1.3.1.89	321614
Q0VSB5	reviewed	COFACTOR: Name=Mg(2+); Xref=ChEBI:CHEBI:18420; Evidence={ECO:0000255|HAMAP-Rule:MF_00435}; Note=Binds 2 magnesium ions per subunit. {ECO:0000255|HAMAP-Rule:MF_00435};	1.1.1.86	393595
Q0WRB0	reviewed		1.2.1.84	3702
Q10P67	reviewed		1.17.1.8	39947
Q10PE7	reviewed		1.1.1.285	39947
Q12458	reviewed		1.1.1.-	559292
Q12634	reviewed		1.1.1.252	242507
Q12649	reviewed		1.1.1.34	763407
Q17938	reviewed	COFACTOR: Name=[2Fe-2S] cluster; Xref=ChEBI:CHEBI:190135; Evidence={ECO:0000255|PROSITE-ProRule:PRU00628}; Note=Binds 1 [2Fe-2S] cluster per subunit. {ECO:0000255|PROSITE-ProRule:PRU00628};	1.14.19.21	6239
Q17QW3	reviewed		1.1.1.300	9913
Q18164	reviewed	COFACTOR: Name=[4Fe-4S] cluster; Xref=ChEBI:CHEBI:49883; Evidence={ECO:0000250}; Note=Binds 4 [4Fe-4S] clusters. Contains approximately 16 iron atoms per subunit. {ECO:0000250}; COFACTOR: Name=FAD; Xref=ChEBI:CHEBI:57692; Evidence={ECO:0000250}; COFACTOR: Name=FMN; Xref=ChEBI:CHEBI:58210; Evidence={ECO:0000250};	1.3.1.2	6239
Q18E32	reviewed		1.2.1.103; 1.2.1.106	362976
Q18GT4	reviewed	COFACTOR: Name=Mg(2+); Xref=ChEBI:CHEBI:18420; Evidence={ECO:0000255|HAMAP-Rule:MF_00435}; Note=Binds 2 magnesium ions per subunit. {ECO:0000255|HAMAP-Rule:MF_00435};	1.1.1.86	362976
Q19892	reviewed		1.8.1.9	6239
Q1E2F4	reviewed	COFACTOR: Name=FMN; Xref=ChEBI:CHEBI:58210; Evidence={ECO:0000250|UniProtKB:Q5SMC7};	1.3.1.-; 1.3.1.89	246410
Q1JPJ0	reviewed	COFACTOR: Name=FAD; Xref=ChEBI:CHEBI:57692; Evidence={ECO:0000255|HAMAP-Rule:MF_03178}; COFACTOR: Name=FMN; Xref=ChEBI:CHEBI:58210; Evidence={ECO:0000255|HAMAP-Rule:MF_03178};	1.18.1.-	9913
Q1JUZ2	reviewed	COFACTOR: Name=[2Fe-2S] cluster; Xref=ChEBI:CHEBI:190135; Evidence={ECO:0000255|PROSITE-ProRule:PRU00628}; Note=Binds 1 [2Fe-2S] cluster per subunit. {ECO:0000255|PROSITE-ProRule:PRU00628};	1.14.19.21	7091
Q1K9C2	reviewed	COFACTOR: Name=siroheme; Xref=ChEBI:CHEBI:60052; Evidence={ECO:0000250|UniProtKB:P17846}; Note=Binds 1 siroheme per subunit. {ECO:0000250|UniProtKB:P17846}; COFACTOR: Name=[4Fe-4S] cluster; Xref=ChEBI:CHEBI:49883; Evidence={ECO:0000250|UniProtKB:P17846}; Note=Binds 1 [4Fe-4S] cluster per subunit. {ECO:0000250|UniProtKB:P17846};	1.8.1.2	284812
Q1R183	reviewed		1.1.1.313	290398
Q1RFI7	reviewed	COFACTOR: Name=Zn(2+); Xref=ChEBI:CHEBI:29105; Evidence={ECO:0000250}; Note=Binds 2 Zn(2+) ions per subunit. {ECO:0000250};	1.1.1.-; 1.1.1.1; 1.1.1.284	364106
Q1RLY6	reviewed	COFACTOR: Name=FAD; Xref=ChEBI:CHEBI:57692; Evidence={ECO:0000255|HAMAP-Rule:MF_03018};	1.14.13.9	7955
Q1T7C2	reviewed	COFACTOR: Name=heme; Xref=ChEBI:CHEBI:30413; Evidence={ECO:0000250|UniProtKB:P04798};	1.14.19.41	4081
Q1WIQ6	reviewed		1.2.1.9	3702
Q1XAA8	reviewed		1.1.1.-	9796
Q1ZXF7	reviewed	COFACTOR: Name=NADP(+); Xref=ChEBI:CHEBI:58349; Evidence={ECO:0000250};	4.2.1.47	44689
Q25861	reviewed	COFACTOR: Name=FAD; Xref=ChEBI:CHEBI:57692; Evidence={ECO:0000250|UniProtKB:P61076}; Note=Binds 1 FAD per subunit. {ECO:0000250|UniProtKB:P61076};	1.8.1.9	132416
Q26240	reviewed	COFACTOR: Name=heme b; Xref=ChEBI:CHEBI:60344; Evidence={ECO:0000250}; COFACTOR: Name=FAD; Xref=ChEBI:CHEBI:57692; Evidence={ECO:0000250}; Note=Binds 1 FAD. {ECO:0000250}; COFACTOR: Name=FMN; Xref=ChEBI:CHEBI:58210; Evidence={ECO:0000250}; Note=Binds 1 FMN. {ECO:0000250};	1.14.13.39	13249
Q27713	reviewed		1.5.1.3; 2.1.1.45	5823
Q27772	reviewed		1.5.1.5; 3.5.4.9; 6.3.4.3	7108
Q27783	reviewed		1.5.1.3; 2.1.1.45	5702
Q27828	reviewed		1.5.1.3; 2.1.1.45	5888
Q28314	reviewed	COFACTOR: Name=heme b; Xref=ChEBI:CHEBI:60344; Evidence={ECO:0000250}; COFACTOR: Name=FAD; Xref=ChEBI:CHEBI:57692; Evidence={ECO:0000250}; Note=Binds 1 FAD. {ECO:0000250}; COFACTOR: Name=FMN; Xref=ChEBI:CHEBI:58210; Evidence={ECO:0000250}; Note=Binds 1 FMN. {ECO:0000250}; COFACTOR: Name=(6R)-L-erythro-5,6,7,8-tetrahydrobiopterin; Xref=ChEBI:CHEBI:59560; Evidence={ECO:0000250}; Note=Tetrahydrobiopterin (BH4). May stabilize the dimeric form of the enzyme. {ECO:0000250};	1.14.13.39	9925
Q28505	reviewed	COFACTOR: Name=FAD; Xref=ChEBI:CHEBI:57692; Evidence={ECO:0000250}; COFACTOR: Name=Mg(2+); Xref=ChEBI:CHEBI:18420; Evidence={ECO:0000250};	1.14.13.-; 1.14.13.8	9544
Q28528	reviewed		1.1.1.-	9668
Q28BT8	reviewed	COFACTOR: Name=FMN; Xref=ChEBI:CHEBI:58210; Evidence={ECO:0000250|UniProtKB:Q5SMC7};	1.3.1.-; 1.3.1.89	8364
Q29498	reviewed	COFACTOR: Name=heme b; Xref=ChEBI:CHEBI:60344; Evidence={ECO:0000250}; COFACTOR: Name=FAD; Xref=ChEBI:CHEBI:57692; Evidence={ECO:0000250}; Note=Binds 1 FAD. {ECO:0000250}; COFACTOR: Name=FMN; Xref=ChEBI:CHEBI:58210; Evidence={ECO:0000250}; Note=Binds 1 FMN. {ECO:0000250}; COFACTOR: Name=(6R)-L-erythro-5,6,7,8-tetrahydrobiopterin; Xref=ChEBI:CHEBI:59560; Evidence={ECO:0000250}; Note=Tetrahydrobiopterin (BH4). May stabilize the dimeric form of the enzyme. {ECO:0000250};	1.14.13.39	9940
Q29512	reviewed		1.1.1.34	9986
Q29529	reviewed		1.1.1.184	9823
Q29558	reviewed	COFACTOR: Name=Mg(2+); Xref=ChEBI:CHEBI:18420; Evidence={ECO:0000250|UniProtKB:P48163}; Name=Mn(2+); Xref=ChEBI:CHEBI:29035; Evidence={ECO:0000250|UniProtKB:P48163}; Note=Divalent metal cations. Prefers magnesium or manganese. {ECO:0000250|UniProtKB:P48163};	1.1.1.40	9823
Q2FT57	reviewed	COFACTOR: Name=K(+); Xref=ChEBI:CHEBI:29103; Evidence={ECO:0000250}; Note=Binds 1 potassium ion per subunit. {ECO:0000250};	4.2.1.136; 5.1.99.6	323259
Q2FWK4	reviewed	COFACTOR: Name=Mg(2+); Xref=ChEBI:CHEBI:18420; Evidence={ECO:0000255|HAMAP-Rule:MF_00435}; Note=Binds 2 magnesium ions per subunit. {ECO:0000255|HAMAP-Rule:MF_00435};	1.1.1.86	93061
Q2HBN0	reviewed		2.3.1.-; 6.3.2.-	306901
Q2HDP2	reviewed	COFACTOR: Name=FMN; Xref=ChEBI:CHEBI:58210; Evidence={ECO:0000250|UniProtKB:Q5SMC7};	1.3.1.-; 1.3.1.89	306901
Q2KHX6	reviewed		1.5.1.25	9913
Q2KNL5	reviewed	COFACTOR: Name=Zn(2+); Xref=ChEBI:CHEBI:29105; Evidence={ECO:0000250}; Note=Binds 2 Zn(2+) ions per subunit. {ECO:0000250};	1.1.1.195	39350
Q2KNL6	reviewed	COFACTOR: Name=Zn(2+); Xref=ChEBI:CHEBI:29105; Evidence={ECO:0000250};	1.1.1.183	39350
Q2PWU9	reviewed	COFACTOR: Name=FAD; Xref=ChEBI:CHEBI:57692; Evidence={ECO:0000269|PubMed:8830701}; Note=Binds 1 FAD per subunit. {ECO:0000269|PubMed:8830701};	1.14.13.210	36773
Q2QDF6	reviewed		1.3.1.22	3635
Q2QRX6	reviewed		1.5.1.3; 2.1.1.45	39947
Q2R480	reviewed		1.1.1.44	39947
Q2RGI2	reviewed	COFACTOR: Name=K(+); Xref=ChEBI:CHEBI:29103; Evidence={ECO:0000250}; Note=Binds 1 potassium ion per subunit. {ECO:0000250};	4.2.1.136; 5.1.99.6	264732
Q2S0M9	reviewed	COFACTOR: Name=Mg(2+); Xref=ChEBI:CHEBI:18420; Evidence={ECO:0000255|HAMAP-Rule:MF_00435}; Note=Binds 2 magnesium ions per subunit. {ECO:0000255|HAMAP-Rule:MF_00435};	1.1.1.86	309807
Q2S580	reviewed	COFACTOR: Name=K(+); Xref=ChEBI:CHEBI:29103; Evidence={ECO:0000250}; Note=Binds 1 potassium ion per subunit. {ECO:0000250};	4.2.1.136; 5.1.99.6	309807
Q2SYI1	reviewed	COFACTOR: Name=Mg(2+); Xref=ChEBI:CHEBI:18420; Evidence={ECO:0000250|UniProtKB:P26392}; Note=Binds 1 Mg(2+) ion per monomer. {ECO:0000250|UniProtKB:P26392};	1.1.1.133	271848
Q2TZB2	reviewed	COFACTOR: Name=FAD; Xref=ChEBI:CHEBI:57692; Evidence={ECO:0000250|UniProtKB:E9QYP0}; Note=Binds 1 FAD per subunit. {ECO:0000250|UniProtKB:E9QYP0};	1.14.13.196	510516
Q2U0N3	reviewed		1.1.1.272	510516
Q2UHA7	reviewed	COFACTOR: Name=FAD; Xref=ChEBI:CHEBI:57692; Evidence={ECO:0000255|HAMAP-Rule:MF_03212}; Note=Binds 1 FAD per monomer. {ECO:0000255|HAMAP-Rule:MF_03212}; COFACTOR: Name=FMN; Xref=ChEBI:CHEBI:58210; Evidence={ECO:0000255|HAMAP-Rule:MF_03212}; Note=Binds 1 FMN per monomer. {ECO:0000255|HAMAP-Rule:MF_03212};	1.6.2.4	510516
Q2UL89	reviewed	COFACTOR: Name=FMN; Xref=ChEBI:CHEBI:58210; Evidence={ECO:0000250|UniProtKB:Q5SMC7};	1.3.1.-; 1.3.1.89	510516
Q2UNA2	reviewed	COFACTOR: Name=heme; Xref=ChEBI:CHEBI:30413; Evidence={ECO:0000250|UniProtKB:P14779, ECO:0000255|PIRSR:PIRSR000209-1}; COFACTOR: Name=FAD; Xref=ChEBI:CHEBI:57692; Evidence={ECO:0000250|UniProtKB:P14779}; COFACTOR: Name=FMN; Xref=ChEBI:CHEBI:58210; Evidence={ECO:0000250|UniProtKB:P14779};	1.14.14.1; 1.6.2.4	510516
Q2W1G2	reviewed	COFACTOR: Name=Mg(2+); Xref=ChEBI:CHEBI:18420; Evidence={ECO:0000255|HAMAP-Rule:MF_00435}; Note=Binds 2 magnesium ions per subunit. {ECO:0000255|HAMAP-Rule:MF_00435};	1.1.1.86	342108
Q31791	reviewed	COFACTOR: Name=[4Fe-4S] cluster; Xref=ChEBI:CHEBI:49883; Evidence={ECO:0000255|HAMAP-Rule:MF_01356}; Note=Binds 1 [4Fe-4S] cluster. {ECO:0000255|HAMAP-Rule:MF_01356};	7.1.1.-	48387
Q31MY7	reviewed	COFACTOR: Name=Mg(2+); Xref=ChEBI:CHEBI:18420; Evidence={ECO:0000255|HAMAP-Rule:MF_00435}; Note=Binds 2 magnesium ions per subunit. {ECO:0000255|HAMAP-Rule:MF_00435};	1.1.1.86	1140
Q32KR6	reviewed	COFACTOR: Name=Mg(2+); Xref=ChEBI:CHEBI:18420; Evidence={ECO:0000250|UniProtKB:P37268};	2.5.1.21	9913
Q33E23	reviewed		1.4.1.3	39947
Q38946	reviewed		1.4.1.3	3702
Q39152	reviewed		1.2.1.84	3702
Q39242	reviewed	COFACTOR: Name=FAD; Xref=ChEBI:CHEBI:57692; Evidence={ECO:0000250}; Note=Binds 1 FAD per subunit. {ECO:0000250};	1.8.1.9	3702
Q3IZ91	reviewed	COFACTOR: Note=Despite some sequence similarity to zinc-containing alcohol dehydrogenases, this enzyme does not bind any metals. {ECO:0000269|PubMed:17548827};	1.3.1.85	272943
Q3KRC5	reviewed	COFACTOR: Name=FMN; Xref=ChEBI:CHEBI:58210; Evidence={ECO:0000250|UniProtKB:Q5SMC7};	1.3.1.-; 1.3.1.89	10116
Q3L181	reviewed		1.1.1.317	4060
Q3S2T9	reviewed	COFACTOR: Name=pantetheine 4'-phosphate; Xref=ChEBI:CHEBI:47942; Evidence={ECO:0000250|UniProtKB:Q9Y8A5}; Note=Binds 1 phosphopantetheine covalently. {ECO:0000250|UniProtKB:Q9Y8A5};	2.3.1.161	89488
Q3S2U3	reviewed		1.1.1.34	89488
Q3S2U6	reviewed	COFACTOR: Name=pantetheine 4'-phosphate; Xref=ChEBI:CHEBI:47942; Evidence={ECO:0000250|UniProtKB:Q9Y7D5}; Note=Binds 1 phosphopantetheine covalently. {ECO:0000250|UniProtKB:Q9Y7D5};	2.3.1.244	89488
Q3S8Q4	reviewed	COFACTOR: Name=FAD; Xref=ChEBI:CHEBI:57692; Evidence={ECO:0000250|UniProtKB:P42535};	1.14.13.232; 1.14.13.233	1927
Q3SYT8	reviewed	COFACTOR: Name=FAD; Xref=ChEBI:CHEBI:57692; Evidence={ECO:0000255|HAMAP-Rule:MF_03212}; Note=Binds 1 FAD per monomer. {ECO:0000255|HAMAP-Rule:MF_03212}; COFACTOR: Name=FMN; Xref=ChEBI:CHEBI:58210; Evidence={ECO:0000255|HAMAP-Rule:MF_03212}; Note=Binds 1 FMN per monomer. {ECO:0000255|HAMAP-Rule:MF_03212};	1.6.2.4	9913
Q3Z550	reviewed	COFACTOR: Name=Zn(2+); Xref=ChEBI:CHEBI:29105; Evidence={ECO:0000250}; Note=Binds 2 Zn(2+) ions per subunit. {ECO:0000250};	1.1.1.-; 1.1.1.1; 1.1.1.284	300269
Q3ZBV9	reviewed		1.1.1.270; 1.1.1.62	9913
Q3ZFI7	reviewed		1.1.1.365	51453
Q40316	reviewed		1.1.1.348	3879
Q41219	reviewed	COFACTOR: Name=FAD; Xref=ChEBI:CHEBI:57692; Evidence={ECO:0000250}; Note=Binds 1 FAD per subunit. {ECO:0000250};	1.6.2.6	3847
Q41437	reviewed		1.1.1.34	4113
Q41438	reviewed		1.1.1.34	4113
Q42843	reviewed		1.2.1.70	4513
Q43314	reviewed		1.4.1.3	3702
Q44532	reviewed	COFACTOR: Name=FAD; Xref=ChEBI:CHEBI:57692; Evidence={ECO:0000269|PubMed:8034707, ECO:0000269|PubMed:9865948};	1.18.1.2	354
Q46505	reviewed	COFACTOR: Name=[2Fe-2S] cluster; Xref=ChEBI:CHEBI:190135; Evidence={ECO:0000250}; Note=Binds 1 [2Fe-2S] cluster. {ECO:0000250};	1.12.1.3	878
Q46507	reviewed		1.12.1.3	878
Q46508	reviewed	COFACTOR: Name=[4Fe-4S] cluster; Xref=ChEBI:CHEBI:49883; Evidence={ECO:0000255|PROSITE-ProRule:PRU01184};	1.12.1.3	878
Q46769	reviewed	COFACTOR: Name=Mg(2+); Xref=ChEBI:CHEBI:18420; Evidence={ECO:0000250|UniProtKB:P26392}; Note=Binds 1 Mg(2+) ion per monomer. {ECO:0000250|UniProtKB:P26392};	1.1.1.133	562
Q48154	reviewed		1.1.1.405; 2.7.7.40	727
Q485R8	reviewed		1.5.1.49	167879
Q48MT7	reviewed	COFACTOR: Name=FAD; Xref=ChEBI:CHEBI:57692; Evidence={ECO:0000269|PubMed:26016690};	1.6.3.5	264730
Q4G1G8	reviewed	COFACTOR: Name=Fe cation; Xref=ChEBI:CHEBI:24875; Evidence={ECO:0000250|UniProtKB:Q9Z0F5};	1.14.99.38	9823
Q4J8K9	reviewed	COFACTOR: Name=Mg(2+); Xref=ChEBI:CHEBI:18420; Evidence={ECO:0000255|HAMAP-Rule:MF_00435}; Note=Binds 2 magnesium ions per subunit. {ECO:0000255|HAMAP-Rule:MF_00435};	1.1.1.86	330779
Q4P1U2	reviewed	COFACTOR: Name=FMN; Xref=ChEBI:CHEBI:58210; Evidence={ECO:0000250|UniProtKB:Q5SMC7};	1.3.1.-; 1.3.1.89	237631
Q4PJK1	reviewed		1.1.1.-	9913
Q4QEB3	reviewed		1.7.1.7	5664
Q4QFL5	reviewed	COFACTOR: Name=K(+); Xref=ChEBI:CHEBI:29103; Evidence={ECO:0000250}; Note=Binds 1 potassium ion per subunit. {ECO:0000250};	4.2.1.136; 5.1.99.6	5664
Q4R0J7	reviewed	COFACTOR: Name=Zn(2+); Xref=ChEBI:CHEBI:29105; Evidence={ECO:0000250}; Note=Binds 2 Zn(2+) ions per subunit. {ECO:0000250};	1.1.1.287	55588
Q4R502	reviewed	COFACTOR: Name=Mg(2+); Xref=ChEBI:CHEBI:18420; Evidence={ECO:0000250}; Name=Mn(2+); Xref=ChEBI:CHEBI:29035; Evidence={ECO:0000250}; Note=Binds 1 Mg(2+) or Mn(2+) ion per subunit. {ECO:0000250};	1.1.1.42	9541
Q4R7L8	reviewed	COFACTOR: Name=Mg(2+); Xref=ChEBI:CHEBI:18420; Evidence={ECO:0000250|UniProtKB:Q9DCN1}; Note=Binds 3 Mg(2+) ions per subunit. {ECO:0000250|UniProtKB:Q9DCN1}; COFACTOR: Name=Zn(2+); Xref=ChEBI:CHEBI:29105; Evidence={ECO:0000250|UniProtKB:Q9DCN1}; Note=Binds 1 zinc ion per subunit. {ECO:0000250|UniProtKB:Q9DCN1};	3.6.1.-; 3.6.1.22	9541
Q4U331	reviewed		1.4.1.17; 1.5.1.21	323
Q4WAZ0	reviewed		1.-.-.-; 2.1.1.-	330879
Q4WJ59	reviewed		1.3.1.71	330879
Q4WJJ9	reviewed		1.3.1.-	330879
Q4WKA5	reviewed		1.3.1.-	330879
