Entry	Reviewed	Cofactor	EC number	Organism (ID)
Q28379	reviewed			9796
Q28GB0	reviewed	COFACTOR: Name=Mg(2+); Xref=ChEBI:CHEBI:18420; Evidence={ECO:0000255|HAMAP-Rule:MF_03127}; Note=Binds 1 Mg(2+) ion per subunit. {ECO:0000255|HAMAP-Rule:MF_03127};	6.3.4.4	8364
Q292P9	reviewed			46245
Q2HJ81	reviewed	COFACTOR: Name=Mg(2+); Xref=ChEBI:CHEBI:18420; Evidence={ECO:0000250|UniProtKB:P68363};		9913
Q2HJB8	reviewed	COFACTOR: Name=Mg(2+); Xref=ChEBI:CHEBI:18420; Evidence={ECO:0000250|UniProtKB:P68363};	3.6.5.-	9913
Q2HJF8	reviewed		3.6.5.-	9913
Q2HJH2	reviewed		3.6.5.2	9913
Q2KHU8	reviewed		3.6.5.3	9913
Q2MJK3	reviewed		3.6.5.2	9823
Q2T9U1	reviewed		3.6.5.-	9913
Q2TA29	reviewed		3.6.5.2	9913
Q2VIR3	reviewed		3.6.5.3	9606
Q2YDM1	reviewed			9913
Q32HJ0	reviewed	COFACTOR: Name=Mg(2+); Xref=ChEBI:CHEBI:18420; Evidence={ECO:0000250|UniProtKB:P31129}; Note=Binds 1 Mg(2+) ion per monomer. {ECO:0000250|UniProtKB:P31129};	2.7.7.65	300267
Q32KM1	reviewed			9913
Q32LU1	reviewed		3.6.5.-	7955
Q32PH8	reviewed			9913
Q331T7	reviewed		3.6.5.-	12336
Q381A3	reviewed			185431
Q386E7	reviewed	COFACTOR: Name=Mg(2+); Xref=ChEBI:CHEBI:18420; Evidence={ECO:0000255|HAMAP-Rule:MF_03125}; Note=Binds 1 Mg(2+) ion per subunit. {ECO:0000255|HAMAP-Rule:MF_03125};	6.3.4.4	185431
Q38903	reviewed			3702
Q38922	reviewed			3702
Q38BU9	reviewed		3.6.5.-	185431
Q39222	reviewed			3702
Q39697	reviewed	COFACTOR: Name=Mg(2+); Xref=ChEBI:CHEBI:18420; Evidence={ECO:0000250|UniProtKB:P68363};		4039
Q39821	reviewed			3847
Q3B2I6	reviewed	COFACTOR: Name=Mg(2+); Xref=ChEBI:CHEBI:18420; Evidence={ECO:0000255|HAMAP-Rule:MF_01283}; Name=Mn(2+); Xref=ChEBI:CHEBI:29035; Evidence={ECO:0000255|HAMAP-Rule:MF_01283}; Note=Binds 2 divalent metal cations per subunit. Magnesium or manganese. {ECO:0000255|HAMAP-Rule:MF_01283}; COFACTOR: Name=Zn(2+); Xref=ChEBI:CHEBI:29105; Evidence={ECO:0000255|HAMAP-Rule:MF_01283}; Note=Binds 1 zinc ion per subunit. {ECO:0000255|HAMAP-Rule:MF_01283};	3.5.4.25; 4.1.99.12	319225
Q3MHX5	reviewed	COFACTOR: Name=Mg(2+); Xref=ChEBI:CHEBI:18420; Evidence={ECO:0000255|HAMAP-Rule:MF_03221}; Note=Binds 1 Mg(2+) ion per subunit. {ECO:0000255|HAMAP-Rule:MF_03221};	6.2.1.4	9913
Q3SX43	reviewed		3.6.5.-	9913
Q3SYU2	reviewed			9913
Q3SZA1	reviewed			9913
Q3T0T7	reviewed			9913
Q3UM18	reviewed		3.6.1.-	10090
Q3UX10	reviewed	COFACTOR: Name=Mg(2+); Xref=ChEBI:CHEBI:18420; Evidence={ECO:0000250|UniProtKB:P68363};	3.6.5.-	10090
Q3ZBW5	reviewed			9913
Q40831	reviewed	COFACTOR: Name=Mg(2+); Xref=ChEBI:CHEBI:18420; Evidence={ECO:0000250|UniProtKB:P68363};	3.6.5.-	48072
Q41253	reviewed			3635
Q41254	reviewed			3635
Q41782	reviewed	COFACTOR: Name=Mg(2+); Xref=ChEBI:CHEBI:18420; Evidence={ECO:0000250|UniProtKB:P68363};		4577
Q41784	reviewed	COFACTOR: Name=Mg(2+); Xref=ChEBI:CHEBI:18420; Evidence={ECO:0000250|UniProtKB:P68363};		4577
Q41785	reviewed	COFACTOR: Name=Mg(2+); Xref=ChEBI:CHEBI:18420; Evidence={ECO:0000250|UniProtKB:P68363};		4577
Q41807	reviewed			4577
Q41808	reviewed			4577
Q42480	reviewed	COFACTOR: Name=Mg(2+); Xref=ChEBI:CHEBI:18420; Evidence={ECO:0000250|UniProtKB:P68363};		2769
Q43473	reviewed	COFACTOR: Name=Mg(2+); Xref=ChEBI:CHEBI:18420; Evidence={ECO:0000250|UniProtKB:P68363};	3.6.5.-	4513
Q43594	reviewed	COFACTOR: Name=Mg(2+); Xref=ChEBI:CHEBI:18420; Evidence={ECO:0000250|UniProtKB:P68363};		39947
Q43695	reviewed	COFACTOR: Name=Mg(2+); Xref=ChEBI:CHEBI:18420; Evidence={ECO:0000250|UniProtKB:P68363};		4577
Q43697	reviewed	COFACTOR: Name=Mg(2+); Xref=ChEBI:CHEBI:18420; Evidence={ECO:0000250|UniProtKB:P68363};		4577
Q49YJ7	reviewed	COFACTOR: Name=Mg(2+); Xref=ChEBI:CHEBI:18420; Evidence={ECO:0000255|HAMAP-Rule:MF_01283}; Name=Mn(2+); Xref=ChEBI:CHEBI:29035; Evidence={ECO:0000255|HAMAP-Rule:MF_01283}; Note=Binds 2 divalent metal cations per subunit. Magnesium or manganese. {ECO:0000255|HAMAP-Rule:MF_01283}; COFACTOR: Name=Zn(2+); Xref=ChEBI:CHEBI:29105; Evidence={ECO:0000255|HAMAP-Rule:MF_01283}; Note=Binds 1 zinc ion per subunit. {ECO:0000255|HAMAP-Rule:MF_01283};	3.5.4.25; 4.1.99.12	342451
Q4ADG6	reviewed			9720
Q4ADG7	reviewed			161932
Q4ADG8	reviewed			34886
Q4F8Z9	reviewed		2.1.1.375; 2.7.7.48; 2.7.7.88; 3.6.1.-	11293
Q4L7B1	reviewed	COFACTOR: Name=Mg(2+); Xref=ChEBI:CHEBI:18420; Evidence={ECO:0000255|HAMAP-Rule:MF_01283}; Name=Mn(2+); Xref=ChEBI:CHEBI:29035; Evidence={ECO:0000255|HAMAP-Rule:MF_01283}; Note=Binds 2 divalent metal cations per subunit. Magnesium or manganese. {ECO:0000255|HAMAP-Rule:MF_01283}; COFACTOR: Name=Zn(2+); Xref=ChEBI:CHEBI:29105; Evidence={ECO:0000255|HAMAP-Rule:MF_01283}; Note=Binds 1 zinc ion per subunit. {ECO:0000255|HAMAP-Rule:MF_01283};	3.5.4.25; 4.1.99.12	279808
Q4P7R2	reviewed	COFACTOR: Name=Mg(2+); Xref=ChEBI:CHEBI:18420; Evidence={ECO:0000255|HAMAP-Rule:MF_03125}; Note=Binds 1 Mg(2+) ion per subunit. {ECO:0000255|HAMAP-Rule:MF_03125};	6.3.4.4	237631
Q4PB75	reviewed		3.6.5.-	237631
Q4R379	reviewed		3.6.5.2	9541
Q4R4R9	reviewed			9541
Q4R4X5	reviewed			9541
Q4R4X6	reviewed		3.6.5.2	9541
Q4R4X8	reviewed	COFACTOR: Name=Mg(2+); Xref=ChEBI:CHEBI:18420; Evidence={ECO:0000250|UniProtKB:P68363};		9541
Q4R555	reviewed			9541
Q4R592	reviewed			9541
Q4R5B3	reviewed	COFACTOR: Name=Mg(2+); Xref=ChEBI:CHEBI:18420; Evidence={ECO:0000250|UniProtKB:P68363};		9541
Q4R5P2	reviewed		3.6.5.2	9541
Q4R6X4	reviewed	COFACTOR: Name=Mn(2+); Xref=ChEBI:CHEBI:29035; Evidence={ECO:0000255|HAMAP-Rule:MF_03144}; Note=Binds 2 manganese ions per subunit. {ECO:0000255|HAMAP-Rule:MF_03144};	6.5.1.8	9541
Q4R8X3	reviewed		3.6.5.2	9541
Q4U3E8	reviewed		2.7.7.13	330879
Q4V399	reviewed	COFACTOR: Name=Zn(2+); Xref=ChEBI:CHEBI:29105; Evidence={ECO:0000255|HAMAP-Rule:MF_01820}; Note=Binds 1 zinc ion per subunit. {ECO:0000255|HAMAP-Rule:MF_01820};	3.6.1.-	3702
Q4VKV2	reviewed		2.1.1.375; 2.7.7.48; 2.7.7.88; 3.6.1.-	1560034
Q4VT42	reviewed			6238
Q4W382	reviewed		2.1.1.375; 2.7.7.48; 2.7.7.88; 3.6.1.-	928304
Q4WJS7	reviewed		3.6.5.-	330879
Q4WN24	reviewed		3.6.5.-	330879
Q4ZHR9	reviewed	COFACTOR: Name=heme; Xref=ChEBI:CHEBI:30413; Evidence={ECO:0000250|UniProtKB:P16068}; Note=Binds 1 or 2 heme groups per heterodimer. Heme is required for responding to nitric oxide, but not for catalytic activity. {ECO:0000250|UniProtKB:P16068};	4.6.1.2	9615
Q52NJ6	reviewed			9823
Q53B90	reviewed			10116
Q53M52	reviewed	COFACTOR: Name=Mg(2+); Xref=ChEBI:CHEBI:18420; Evidence={ECO:0000250|UniProtKB:P68363};	3.6.5.-	39947
Q54KV6	reviewed			44689
Q54NM6	reviewed	COFACTOR: Name=[4Fe-4S] cluster; Xref=ChEBI:CHEBI:49883; Evidence={ECO:0000250|UniProtKB:Q9NZB8}; Note=Binds 2 [4Fe-4S] clusters. Binds 1 [4Fe-4S] cluster coordinated with 3 cysteines and an exchangeable S-adenosyl-L-methionine and 1 [4Fe-4S] cluster coordinated with 3 cysteines and the GTP-derived substrate. {ECO:0000250|UniProtKB:Q9NZB8};	4.1.99.22; 4.6.1.17	44689
Q54SD0	reviewed			44689
Q54WS5	reviewed		2.7.11.1	44689
Q54Z85	reviewed			44689
Q550Q4	reviewed			44689
Q55370	reviewed	COFACTOR: Name=Mg(2+); Xref=ChEBI:CHEBI:18420; Evidence={ECO:0000250};	2.7.7.77; 4.6.1.17	1111708
Q55AR3	reviewed			44689
Q55AX0	reviewed		3.6.5.5	44689
Q55G45	reviewed		3.6.5.-	44689
Q568F6	reviewed	COFACTOR: Name=Mg(2+); Xref=ChEBI:CHEBI:18420; Evidence={ECO:0000255|HAMAP-Rule:MF_03127}; Note=Binds 1 Mg(2+) ion per subunit. {ECO:0000255|HAMAP-Rule:MF_03127};	6.3.4.4	7955
Q56JV3	reviewed			9913
Q56YW9	reviewed	COFACTOR: Name=Mg(2+); Xref=ChEBI:CHEBI:18420; Evidence={ECO:0000250|UniProtKB:P68363};		3702
Q57609	reviewed	COFACTOR: Name=Mg(2+); Xref=ChEBI:CHEBI:18420;	3.5.4.29	243232
Q57986	reviewed			243232
Q58095	reviewed	COFACTOR: Name=Mn(2+); Xref=ChEBI:CHEBI:29035; Evidence={ECO:0000250|UniProtKB:O59245}; Note=Binds 2 manganese ions per subunit. {ECO:0000250|UniProtKB:O59245};	3.1.-.-; 6.5.1.8	243232
Q58297	reviewed		2.7.7.68	243232
Q58517	reviewed		2.7.7.62	243232
Q58657	reviewed	COFACTOR: Name=Mg(2+); Xref=ChEBI:CHEBI:18420; Evidence={ECO:0000250|UniProtKB:Q980A5, ECO:0000255|HAMAP-Rule:MF_00119};	3.6.5.3	243232
Q58D56	reviewed	COFACTOR: Name=Mg(2+); Xref=ChEBI:CHEBI:18420; Evidence={ECO:0000250|UniProtKB:P55039};	3.6.5.-	9913
Q58D72	reviewed		3.6.5.-	9913
Q58DC5	reviewed			9913
Q58DS9	reviewed		3.6.5.2	9913
Q58DW6	reviewed			9913
Q59XU5	reviewed			237561
Q5A0M4	reviewed			237561
Q5ABR2	reviewed		3.6.5.-	237561
Q5B5L3	reviewed		3.6.5.-	227321
Q5BEY7	reviewed	COFACTOR: Name=Mg(2+); Xref=ChEBI:CHEBI:18420; Evidence={ECO:0000255|HAMAP-Rule:MF_03125}; Note=Binds 1 Mg(2+) ion per subunit. {ECO:0000255|HAMAP-Rule:MF_03125};	6.3.4.4	227321
Q5BGB9	reviewed		3.6.5.-	227321
Q5BKN4	reviewed			8364
Q5D1D6	reviewed		3.6.5.-	9534
Q5E9M9	reviewed		3.6.5.-	9913
Q5E9T9	reviewed	COFACTOR: Name=Mn(2+); Xref=ChEBI:CHEBI:29035; Evidence={ECO:0000255|HAMAP-Rule:MF_03144}; Note=Binds 2 manganese ions per subunit. {ECO:0000255|HAMAP-Rule:MF_03144};	6.5.1.8	9913
Q5EB77	reviewed			10116
Q5EB96	reviewed			10116
Q5EFX7	reviewed		3.6.5.2	37003
Q5F352	reviewed		3.6.5.2	9031
Q5GA85	reviewed		2.1.1.375; 2.7.7.48; 2.7.7.88; 3.6.1.-	2749935
Q5HF07	reviewed	COFACTOR: Name=Mg(2+); Xref=ChEBI:CHEBI:18420; Evidence={ECO:0000255|HAMAP-Rule:MF_01283}; Name=Mn(2+); Xref=ChEBI:CHEBI:29035; Evidence={ECO:0000255|HAMAP-Rule:MF_01283}; Note=Binds 2 divalent metal cations per subunit. Magnesium or manganese. {ECO:0000255|HAMAP-Rule:MF_01283}; COFACTOR: Name=Zn(2+); Xref=ChEBI:CHEBI:29105; Evidence={ECO:0000255|HAMAP-Rule:MF_01283}; Note=Binds 1 zinc ion per subunit. {ECO:0000255|HAMAP-Rule:MF_01283};	3.5.4.25; 4.1.99.12	93062
Q5HNE3	reviewed	COFACTOR: Name=Mg(2+); Xref=ChEBI:CHEBI:18420; Evidence={ECO:0000255|HAMAP-Rule:MF_01283}; Name=Mn(2+); Xref=ChEBI:CHEBI:29035; Evidence={ECO:0000255|HAMAP-Rule:MF_01283}; Note=Binds 2 divalent metal cations per subunit. Magnesium or manganese. {ECO:0000255|HAMAP-Rule:MF_01283}; COFACTOR: Name=Zn(2+); Xref=ChEBI:CHEBI:29105; Evidence={ECO:0000255|HAMAP-Rule:MF_01283}; Note=Binds 1 zinc ion per subunit. {ECO:0000255|HAMAP-Rule:MF_01283};	3.5.4.25; 4.1.99.12	176279
Q5HZY2	reviewed			10116
Q5I2J3	reviewed	COFACTOR: Name=Mg(2+); Xref=ChEBI:CHEBI:18420; Evidence={ECO:0000250|UniProtKB:P68363};	3.6.5.-	229533
Q5JIY7	reviewed		2.7.1.-	69014
Q5L6R9	reviewed	COFACTOR: Name=Mg(2+); Xref=ChEBI:CHEBI:18420; Evidence={ECO:0000255|HAMAP-Rule:MF_01454};	3.6.5.-	218497
Q5LHT1	reviewed	COFACTOR: Name=Mg(2+); Xref=ChEBI:CHEBI:18420; Evidence={ECO:0000255|HAMAP-Rule:MF_01283}; Name=Mn(2+); Xref=ChEBI:CHEBI:29035; Evidence={ECO:0000255|HAMAP-Rule:MF_01283}; Note=Binds 2 divalent metal cations per subunit. Magnesium or manganese. {ECO:0000255|HAMAP-Rule:MF_01283}; COFACTOR: Name=Zn(2+); Xref=ChEBI:CHEBI:29105; Evidence={ECO:0000255|HAMAP-Rule:MF_01283}; Note=Binds 1 zinc ion per subunit. {ECO:0000255|HAMAP-Rule:MF_01283};	3.5.4.25; 4.1.99.12	272559
Q5M965	reviewed	COFACTOR: Name=Mg(2+); Xref=ChEBI:CHEBI:18420; Evidence={ECO:0000250}; Note=Binds 2 magnesium ions per subunit. {ECO:0000250};	2.7.7.79	10116
Q5PYH3	reviewed			9823
Q5R1X2	reviewed			9598
Q5R488	reviewed		2.7.1.149	9601
Q5R4B8	reviewed		3.6.5.2	9601
Q5R4P1	reviewed		3.6.5.-	9601
Q5R4R6	reviewed		3.6.5.-	9601
Q5R4R8	reviewed			9601
Q5R615	reviewed			9601
Q5R6B6	reviewed		3.6.5.2	9601
Q5R6R7	reviewed			9601
Q5R7L7	reviewed		3.6.5.2	9601
Q5R8Z8	reviewed			9601
Q5RA66	reviewed			9601
Q5RBE1	reviewed		3.6.5.-	9601
Q5RBG1	reviewed		3.6.5.2	9601
Q5RCQ6	reviewed			9601
Q5RD87	reviewed		3.6.5.2	9601
Q5RDM6	reviewed		3.6.5.2	9601
Q5RE13	reviewed		3.6.5.2	9601
Q5REF6	reviewed	COFACTOR: Name=Ca(2+); Xref=ChEBI:CHEBI:29108; Evidence={ECO:0000250|UniProtKB:Q9NQZ7}; Name=Mg(2+); Xref=ChEBI:CHEBI:18420; Evidence={ECO:0000250|UniProtKB:Q9NQZ7};	3.6.1.15	9601
Q5RIA9	reviewed		3.6.5.-	9606
Q5SM23	reviewed			300852
Q5U2X2	reviewed			10116
Q5UQX1	reviewed		2.1.1.56; 2.7.7.50; 3.1.3.33	212035
Q5VTE0	reviewed			9606
Q5WH08	reviewed	COFACTOR: Name=Mg(2+); Xref=ChEBI:CHEBI:18420; Evidence={ECO:0000255|HAMAP-Rule:MF_01283}; Name=Mn(2+); Xref=ChEBI:CHEBI:29035; Evidence={ECO:0000255|HAMAP-Rule:MF_01283}; Note=Binds 2 divalent metal cations per subunit. Magnesium or manganese. {ECO:0000255|HAMAP-Rule:MF_01283}; COFACTOR: Name=Zn(2+); Xref=ChEBI:CHEBI:29105; Evidence={ECO:0000255|HAMAP-Rule:MF_01283}; Note=Binds 1 zinc ion per subunit. {ECO:0000255|HAMAP-Rule:MF_01283};	3.5.4.25; 4.1.99.12	66692
Q5XX01	reviewed		2.1.1.375; 2.7.7.48; 2.7.7.88; 3.6.1.-	386033
Q5YTP3	reviewed	COFACTOR: Name=Mg(2+); Xref=ChEBI:CHEBI:18420; Evidence={ECO:0000255|HAMAP-Rule:MF_01283}; Name=Mn(2+); Xref=ChEBI:CHEBI:29035; Evidence={ECO:0000255|HAMAP-Rule:MF_01283}; Note=Binds 2 divalent metal cations per subunit. Magnesium or manganese. {ECO:0000255|HAMAP-Rule:MF_01283}; COFACTOR: Name=Zn(2+); Xref=ChEBI:CHEBI:29105; Evidence={ECO:0000255|HAMAP-Rule:MF_01283}; Note=Binds 1 zinc ion per subunit. {ECO:0000255|HAMAP-Rule:MF_01283};	3.5.4.25; 4.1.99.12	247156
Q5Z110	reviewed	COFACTOR: Name=adenosylcob(III)alamin; Xref=ChEBI:CHEBI:18408; Evidence={ECO:0000255|HAMAP-Rule:MF_02050}; COFACTOR: Name=Mg(2+); Xref=ChEBI:CHEBI:18420; Evidence={ECO:0000255|HAMAP-Rule:MF_02050};	3.6.5.-; 5.4.99.13	247156
Q5ZHV1	reviewed			9031
Q5ZHW4	reviewed		3.6.5.2	9031
Q5ZJL5	reviewed	COFACTOR: Name=Mg(2+); Xref=ChEBI:CHEBI:18420; Evidence={ECO:0000255|HAMAP-Rule:MF_03127}; Note=Binds 1 Mg(2+) ion per subunit. {ECO:0000255|HAMAP-Rule:MF_03127};	6.3.4.4	9031
Q5ZJN2	reviewed		3.6.5.2	9031
Q5ZKU5	reviewed			9031
Q5ZMH1	reviewed			9031
Q5ZMS3	reviewed		3.6.5.3	9031
Q60397	reviewed			10029
Q60529	reviewed		3.6.5.2	10036
Q60HD2	reviewed		3.6.5.-	9541
Q619V5	reviewed			6238
Q61B55	reviewed			6238
Q61DE0	reviewed			6238
Q61LA8	reviewed		3.6.5.2	6238
Q61MQ8	reviewed			6238
Q627K4	reviewed			6238
Q635H0	reviewed	COFACTOR: Name=Mg(2+); Xref=ChEBI:CHEBI:18420; Evidence={ECO:0000255|HAMAP-Rule:MF_01283}; Name=Mn(2+); Xref=ChEBI:CHEBI:29035; Evidence={ECO:0000255|HAMAP-Rule:MF_01283}; Note=Binds 2 divalent metal cations per subunit. Magnesium or manganese. {ECO:0000255|HAMAP-Rule:MF_01283}; COFACTOR: Name=Zn(2+); Xref=ChEBI:CHEBI:29105; Evidence={ECO:0000255|HAMAP-Rule:MF_01283}; Note=Binds 1 zinc ion per subunit. {ECO:0000255|HAMAP-Rule:MF_01283};	3.5.4.25; 4.1.99.12	288681
Q63ZQ1	reviewed			8355
Q64YT3	reviewed	COFACTOR: Name=Mg(2+); Xref=ChEBI:CHEBI:18420; Evidence={ECO:0000255|HAMAP-Rule:MF_01283}; Name=Mn(2+); Xref=ChEBI:CHEBI:29035; Evidence={ECO:0000255|HAMAP-Rule:MF_01283}; Note=Binds 2 divalent metal cations per subunit. Magnesium or manganese. {ECO:0000255|HAMAP-Rule:MF_01283}; COFACTOR: Name=Zn(2+); Xref=ChEBI:CHEBI:29105; Evidence={ECO:0000255|HAMAP-Rule:MF_01283}; Note=Binds 1 zinc ion per subunit. {ECO:0000255|HAMAP-Rule:MF_01283};	3.5.4.25; 4.1.99.12	295405
Q65216	reviewed		2.1.1.56; 2.7.7.50; 3.1.3.33	10500
Q66802	reviewed		2.1.1.375; 2.7.7.48; 2.7.7.88; 3.6.1.-	128949
Q66RN5	reviewed			9685
Q66T60	reviewed		2.1.1.375; 2.7.7.48; 2.7.7.88; 3.6.1.-	445793
Q67VP4	reviewed			39947
Q68Y52	reviewed			39947
Q69ZS7	reviewed			10090
Q6ATB2	reviewed		2.7.6.5	39947
Q6AY56	reviewed	COFACTOR: Name=Mg(2+); Xref=ChEBI:CHEBI:18420; Evidence={ECO:0000250|UniProtKB:P68363};	3.6.5.-	10116
Q6AYB5	reviewed		3.6.5.-	10116
Q6AYT3	reviewed	COFACTOR: Name=Mn(2+); Xref=ChEBI:CHEBI:29035; Evidence={ECO:0000255|HAMAP-Rule:MF_03144}; Note=Binds 2 manganese ions per subunit. {ECO:0000255|HAMAP-Rule:MF_03144};	6.5.1.8	10116
Q6CB54	reviewed		3.6.5.-	284591
Q6DHC1	reviewed			7955
Q6DHE8	reviewed			7955
Q6DNF3	reviewed	COFACTOR: Name=heme; Xref=ChEBI:CHEBI:30413; Evidence={ECO:0000250}; Note=Binds 1 or 2 heme groups per heterodimer. {ECO:0000250};	4.6.1.2	6239
Q6DNF7	reviewed	COFACTOR: Name=heme; Xref=ChEBI:CHEBI:30413; Evidence={ECO:0000250}; Note=Binds 1 or 2 heme groups per heterodimer. {ECO:0000250};	4.6.1.2	6239
Q6DRP2	reviewed			7955
Q6E0U3	reviewed	COFACTOR: Name=Mg(2+); Xref=ChEBI:CHEBI:18420; Evidence={ECO:0000255|HAMAP-Rule:MF_01454};	3.6.5.-	669
Q6E0W6	reviewed		2.1.1.375; 2.7.7.48; 2.7.7.88; 3.6.1.-	928305
Q6EP31	reviewed			39947
Q6FUZ9	reviewed		3.6.5.-	284593
Q6G8G1	reviewed	COFACTOR: Name=Mg(2+); Xref=ChEBI:CHEBI:18420; Evidence={ECO:0000255|HAMAP-Rule:MF_01283}; Name=Mn(2+); Xref=ChEBI:CHEBI:29035; Evidence={ECO:0000255|HAMAP-Rule:MF_01283}; Note=Binds 2 divalent metal cations per subunit. Magnesium or manganese. {ECO:0000255|HAMAP-Rule:MF_01283}; COFACTOR: Name=Zn(2+); Xref=ChEBI:CHEBI:29105; Evidence={ECO:0000255|HAMAP-Rule:MF_01283}; Note=Binds 1 zinc ion per subunit. {ECO:0000255|HAMAP-Rule:MF_01283};	3.5.4.25; 4.1.99.12	282459
Q6GFT5	reviewed	COFACTOR: Name=Mg(2+); Xref=ChEBI:CHEBI:18420; Evidence={ECO:0000255|HAMAP-Rule:MF_01283}; Name=Mn(2+); Xref=ChEBI:CHEBI:29035; Evidence={ECO:0000255|HAMAP-Rule:MF_01283}; Note=Binds 2 divalent metal cations per subunit. Magnesium or manganese. {ECO:0000255|HAMAP-Rule:MF_01283}; COFACTOR: Name=Zn(2+); Xref=ChEBI:CHEBI:29105; Evidence={ECO:0000255|HAMAP-Rule:MF_01283}; Note=Binds 1 zinc ion per subunit. {ECO:0000255|HAMAP-Rule:MF_01283};	3.5.4.25; 4.1.99.12	282458
Q6GL85	reviewed	COFACTOR: Name=Mg(2+); Xref=ChEBI:CHEBI:18420; Evidence={ECO:0000250|UniProtKB:P62826}; Note=Mg(2+) interacts primarily with the phosphate groups of the bound guanine nucleotide. {ECO:0000250|UniProtKB:P62826};	3.6.5.-	8364
Q6GLE7	reviewed	COFACTOR: Name=Mg(2+); Xref=ChEBI:CHEBI:18420; Evidence={ECO:0000250|UniProtKB:P68363};		8364
Q6GN29	reviewed		3.6.5.-	8355
Q6HE54	reviewed	COFACTOR: Name=Mg(2+); Xref=ChEBI:CHEBI:18420; Evidence={ECO:0000255|HAMAP-Rule:MF_01283}; Name=Mn(2+); Xref=ChEBI:CHEBI:29035; Evidence={ECO:0000255|HAMAP-Rule:MF_01283}; Note=Binds 2 divalent metal cations per subunit. Magnesium or manganese. {ECO:0000255|HAMAP-Rule:MF_01283}; COFACTOR: Name=Zn(2+); Xref=ChEBI:CHEBI:29105; Evidence={ECO:0000255|HAMAP-Rule:MF_01283}; Note=Binds 1 zinc ion per subunit. {ECO:0000255|HAMAP-Rule:MF_01283};	3.5.4.25; 4.1.99.12	281309
Q6IMB1	reviewed		3.6.5.2	10090
Q6IP71	reviewed		3.6.5.2	8355
Q6NUX8	reviewed			7955
Q6NVC5	reviewed		3.6.5.-	7955
Q6NXR0	reviewed		3.6.5.-	9606
Q6NY98	reviewed		2.7.7.50; 3.6.1.74	7955
Q6P875	reviewed	COFACTOR: Name=Mg(2+); Xref=ChEBI:CHEBI:18420; Evidence={ECO:0000255|HAMAP-Rule:MF_03127}; Note=Binds 1 Mg(2+) ion per subunit. {ECO:0000255|HAMAP-Rule:MF_03127};	6.3.4.4	8364
Q6P9H5	reviewed			9606
Q6P9T8	reviewed	COFACTOR: Name=Mg(2+); Xref=ChEBI:CHEBI:18420; Evidence={ECO:0000250|UniProtKB:P68363};		10116
Q6PHI9	reviewed		3.6.5.2	7955
Q6SA80	reviewed			10116
Q6T310	reviewed		3.6.5.2	9606
Q6UY63	reviewed		2.1.1.375; 2.7.7.48; 2.7.7.88; 3.6.1.-	482820
Q6V1Q2	reviewed		2.1.1.375; 2.7.7.48; 2.7.7.88; 3.6.1.-	128951
Q6VAF5	reviewed	COFACTOR: Name=Mg(2+); Xref=ChEBI:CHEBI:18420; Evidence={ECO:0000250|UniProtKB:P68363};		3635
Q6VAF7	reviewed	COFACTOR: Name=Mg(2+); Xref=ChEBI:CHEBI:18420; Evidence={ECO:0000250|UniProtKB:P68363};		3635
Q6VAF8	reviewed	COFACTOR: Name=Mg(2+); Xref=ChEBI:CHEBI:18420; Evidence={ECO:0000250|UniProtKB:P68363};		3635
Q6VAF9	reviewed	COFACTOR: Name=Mg(2+); Xref=ChEBI:CHEBI:18420; Evidence={ECO:0000250|UniProtKB:P68363};	3.6.5.-	3635
Q6VAG0	reviewed	COFACTOR: Name=Mg(2+); Xref=ChEBI:CHEBI:18420; Evidence={ECO:0000250|UniProtKB:P68363};	3.6.5.-	3635
Q6VAG1	reviewed	COFACTOR: Name=Mg(2+); Xref=ChEBI:CHEBI:18420; Evidence={ECO:0000250|UniProtKB:P68363};	3.6.5.-	3635
Q6WAT6	reviewed		2.1.1.56; 2.7.7.50; 3.1.4.-	10934
Q6XGD8	reviewed	COFACTOR: Name=Mg(2+); Xref=ChEBI:CHEBI:18420; Evidence={ECO:0000269|PubMed:25865248}; Note=Binds 1 Mg(2+) ion per subunit. {ECO:0000269|PubMed:25865248};	2.7.7.-	562
Q6XHA5	reviewed		2.7.11.1	44689
Q6Z234	reviewed	COFACTOR: Name=Mg(2+); Xref=ChEBI:CHEBI:18420; Evidence={ECO:0000250}; Name=Mn(2+); Xref=ChEBI:CHEBI:29035; Evidence={ECO:0000250}; Note=Binds 2 divalent metal cations per subunit. Magnesium or manganese. {ECO:0000250}; COFACTOR: Name=Zn(2+); Xref=ChEBI:CHEBI:29105; Evidence={ECO:0000250}; Note=Binds 1 zinc ion per subunit. {ECO:0000250};	3.5.4.25; 4.1.99.12	39947
Q6Z7L8	reviewed			39947
Q6Z808	reviewed			39947
Q6ZHA3	reviewed			39947
Q6ZN66	reviewed		3.6.5.-	9606
Q71G51	reviewed	COFACTOR: Name=Mg(2+); Xref=ChEBI:CHEBI:18420; Evidence={ECO:0000250|UniProtKB:P68363};	3.6.5.-	29176
