Entry	Reviewed	Cofactor	EC number	Organism (ID)
B1XB16	reviewed		1.3.1.87	316385
B1XBF6	reviewed		1.17.1.8	316385
B1XBT5	reviewed	COFACTOR: Name=a divalent metal cation; Xref=ChEBI:CHEBI:60240; Evidence={ECO:0000255|HAMAP-Rule:MF_00361};	2.7.1.23	316385
B1XBX3	reviewed	COFACTOR: Name=FAD; Xref=ChEBI:CHEBI:57692; Evidence={ECO:0000255|HAMAP-Rule:MF_00247}; Note=Binds 1 FAD per subunit. {ECO:0000255|HAMAP-Rule:MF_00247};	1.6.1.1	316385
B1XBZ9	reviewed	COFACTOR: Name=Mg(2+); Xref=ChEBI:CHEBI:18420; Evidence={ECO:0000255|HAMAP-Rule:MF_00297}; Name=Mn(2+); Xref=ChEBI:CHEBI:29035; Evidence={ECO:0000255|HAMAP-Rule:MF_00297}; Note=Divalent metal cations. Mg(2+) or Mn(2+). {ECO:0000255|HAMAP-Rule:MF_00297}; COFACTOR: Name=Zn(2+); Xref=ChEBI:CHEBI:29105; Evidence={ECO:0000255|HAMAP-Rule:MF_00297}; Note=Binds 1 zinc ion per subunit. {ECO:0000255|HAMAP-Rule:MF_00297};	3.6.1.-; 3.6.1.22	316385
B1XC47	reviewed	COFACTOR: Name=FMN; Xref=ChEBI:CHEBI:58210; Evidence={ECO:0000255|HAMAP-Rule:MF_01414};	1.6.5.2	316385
B1XC53	reviewed	COFACTOR: Name=Zn(2+); Xref=ChEBI:CHEBI:29105; Evidence={ECO:0000255|HAMAP-Rule:MF_00536}; Name=Mg(2+); Xref=ChEBI:CHEBI:18420; Evidence={ECO:0000255|HAMAP-Rule:MF_00536}; Name=Co(2+); Xref=ChEBI:CHEBI:48828; Evidence={ECO:0000255|HAMAP-Rule:MF_00536}; Note=Binds 1 divalent metal cation per subunit. Can use ions such as Zn(2+), Mg(2+) or Co(2+). {ECO:0000255|HAMAP-Rule:MF_00536};	1.1.1.262	316385
B1XCN8	reviewed	COFACTOR: Name=FAD; Xref=ChEBI:CHEBI:57692; Evidence={ECO:0000250};	1.18.1.-	316385
B1XDF5	reviewed		1.2.1.-; 1.2.1.19	316385
B1XE52	reviewed	COFACTOR: Name=FAD; Xref=ChEBI:CHEBI:57692; Evidence={ECO:0000255|HAMAP-Rule:MF_00750};	1.1.99.1; 1.2.1.8	316385
B1XE70	reviewed	COFACTOR: Name=Mg(2+); Xref=ChEBI:CHEBI:18420; Evidence={ECO:0000255|HAMAP-Rule:MF_01619}; Name=Mn(2+); Xref=ChEBI:CHEBI:29035; Evidence={ECO:0000255|HAMAP-Rule:MF_01619}; Note=Divalent metal cations. Prefers magnesium or manganese. {ECO:0000255|HAMAP-Rule:MF_01619};	1.1.1.38	316385
B1XEL0	reviewed		1.2.1.72	316385
B1XET7	reviewed	COFACTOR: Name=K(+); Xref=ChEBI:CHEBI:29103; Evidence={ECO:0000255|HAMAP-Rule:MF_00804}; Note=Binds 2 potassium ions per subunit. {ECO:0000255|HAMAP-Rule:MF_00804};	1.2.1.8	316385
B1XG00	reviewed		1.1.1.282	316385
B1XGK1	reviewed		6.3.1.5	316385
B1XHP2	reviewed		7.1.1.-	32049
B1XI93	reviewed		7.1.1.-	32049
B1XIL4	reviewed		1.17.1.8	32049
B1XJL9	reviewed		7.1.1.-	32049
B1XK17	reviewed	COFACTOR: Name=FAD; Xref=ChEBI:CHEBI:57692; Evidence={ECO:0000255|HAMAP-Rule:MF_01037};	2.1.1.74	32049
B1XKA0	reviewed	COFACTOR: Name=Co(2+); Xref=ChEBI:CHEBI:48828; Evidence={ECO:0000255|HAMAP-Rule:MF_00110}; Name=Zn(2+); Xref=ChEBI:CHEBI:29105; Evidence={ECO:0000255|HAMAP-Rule:MF_00110}; Note=Binds 1 divalent metal cation per subunit. Can use either Co(2+) or Zn(2+). {ECO:0000255|HAMAP-Rule:MF_00110}; COFACTOR: Name=NAD(+); Xref=ChEBI:CHEBI:57540; Evidence={ECO:0000255|HAMAP-Rule:MF_00110};	4.2.3.4	32049
B1XLV0	reviewed	COFACTOR: Name=Mg(2+); Xref=ChEBI:CHEBI:18420; Evidence={ECO:0000255|HAMAP-Rule:MF_01588}; Name=Mn(2+); Xref=ChEBI:CHEBI:29035; Evidence={ECO:0000255|HAMAP-Rule:MF_01588};	6.5.1.2	32049
B1XMK4	reviewed	COFACTOR: Name=[4Fe-4S] cluster; Xref=ChEBI:CHEBI:49883; Evidence={ECO:0000255|HAMAP-Rule:MF_01356}; Note=Binds 1 [4Fe-4S] cluster. {ECO:0000255|HAMAP-Rule:MF_01356};	7.1.1.-	32049
B1XS88	reviewed		1.1.1.94	452638
B1XT71	reviewed		1.17.1.8	452638
B1XTU0	reviewed	COFACTOR: Name=Mg(2+); Xref=ChEBI:CHEBI:18420; Evidence={ECO:0000255|HAMAP-Rule:MF_01588}; Name=Mn(2+); Xref=ChEBI:CHEBI:29035; Evidence={ECO:0000255|HAMAP-Rule:MF_01588};	6.5.1.2	452638
B1XUJ8	reviewed		7.1.1.-	452638
B1XUJ9	reviewed	COFACTOR: Name=[4Fe-4S] cluster; Xref=ChEBI:CHEBI:49883; Evidence={ECO:0000255|HAMAP-Rule:MF_01356}; Note=Binds 1 [4Fe-4S] cluster. {ECO:0000255|HAMAP-Rule:MF_01356};	7.1.1.-	452638
B1XUL1	reviewed		7.1.1.-	452638
B1XW54	reviewed	COFACTOR: Name=FMN; Xref=ChEBI:CHEBI:58210; Evidence={ECO:0000255|HAMAP-Rule:MF_01216}; Note=Binds 1 FMN per subunit. {ECO:0000255|HAMAP-Rule:MF_01216};	1.6.5.-; 1.7.1.17	395495
B1XWB1	reviewed		7.1.1.-	395495
B1Y6D4	reviewed	COFACTOR: Name=Mg(2+); Xref=ChEBI:CHEBI:18420; Evidence={ECO:0000255|HAMAP-Rule:MF_01588}; Name=Mn(2+); Xref=ChEBI:CHEBI:29035; Evidence={ECO:0000255|HAMAP-Rule:MF_01588};	6.5.1.2	395495
B1Y6P0	reviewed		1.1.1.94	395495
B1Y827	reviewed		7.1.1.-	395495
B1Y828	reviewed	COFACTOR: Name=[4Fe-4S] cluster; Xref=ChEBI:CHEBI:49883; Evidence={ECO:0000255|HAMAP-Rule:MF_01356}; Note=Binds 1 [4Fe-4S] cluster. {ECO:0000255|HAMAP-Rule:MF_01356};	7.1.1.-	395495
B1YCY7	reviewed	COFACTOR: Name=Zn(2+); Xref=ChEBI:CHEBI:29105; Evidence={ECO:0000255|HAMAP-Rule:MF_00497}; Note=Binds 1 zinc ion per subunit. {ECO:0000255|HAMAP-Rule:MF_00497};	1.1.1.261	444157
B1YD06	reviewed		1.2.1.59	444157
B1YD64	reviewed	COFACTOR: Name=Co(2+); Xref=ChEBI:CHEBI:48828; Evidence={ECO:0000255|HAMAP-Rule:MF_00110}; Name=Zn(2+); Xref=ChEBI:CHEBI:29105; Evidence={ECO:0000255|HAMAP-Rule:MF_00110}; Note=Binds 1 divalent metal cation per subunit. Can use either Co(2+) or Zn(2+). {ECO:0000255|HAMAP-Rule:MF_00110}; COFACTOR: Name=NAD(+); Xref=ChEBI:CHEBI:57540; Evidence={ECO:0000255|HAMAP-Rule:MF_00110};	4.2.3.4	444157
B1YDX0	reviewed	COFACTOR: Name=Fe(2+); Xref=ChEBI:CHEBI:29033; Evidence={ECO:0000255|HAMAP-Rule:MF_00304};	2.4.2.59	444157
B1YI19	reviewed	COFACTOR: Name=Co(2+); Xref=ChEBI:CHEBI:48828; Evidence={ECO:0000255|HAMAP-Rule:MF_00110}; Name=Zn(2+); Xref=ChEBI:CHEBI:29105; Evidence={ECO:0000255|HAMAP-Rule:MF_00110}; Note=Binds 1 divalent metal cation per subunit. Can use either Co(2+) or Zn(2+). {ECO:0000255|HAMAP-Rule:MF_00110}; COFACTOR: Name=NAD(+); Xref=ChEBI:CHEBI:57540; Evidence={ECO:0000255|HAMAP-Rule:MF_00110};	4.2.3.4	262543
B1YIB2	reviewed	COFACTOR: Name=FAD; Xref=ChEBI:CHEBI:57692; Evidence={ECO:0000255|HAMAP-Rule:MF_01037};	2.1.1.74	262543
B1YIR7	reviewed	COFACTOR: Name=FMN; Xref=ChEBI:CHEBI:58210; Evidence={ECO:0000250}; Note=Binds 1 FMN per subunit. {ECO:0000250};	1.3.1.14	262543
B1YJ17	reviewed	COFACTOR: Name=Mg(2+); Xref=ChEBI:CHEBI:18420; Evidence={ECO:0000255|HAMAP-Rule:MF_01588}; Name=Mn(2+); Xref=ChEBI:CHEBI:29035; Evidence={ECO:0000255|HAMAP-Rule:MF_01588};	6.5.1.2	262543
B1YJ40	reviewed		1.17.1.8	262543
B1YJ94	reviewed		6.3.1.5	262543
B1YNA2	reviewed		1.1.1.94	398577
B1YRS4	reviewed	COFACTOR: Name=Co(2+); Xref=ChEBI:CHEBI:48828; Evidence={ECO:0000255|HAMAP-Rule:MF_00110}; Name=Zn(2+); Xref=ChEBI:CHEBI:29105; Evidence={ECO:0000255|HAMAP-Rule:MF_00110}; Note=Binds 1 divalent metal cation per subunit. Can use either Co(2+) or Zn(2+). {ECO:0000255|HAMAP-Rule:MF_00110}; COFACTOR: Name=NAD(+); Xref=ChEBI:CHEBI:57540; Evidence={ECO:0000255|HAMAP-Rule:MF_00110};	4.2.3.4	398577
B1YSF2	reviewed	COFACTOR: Name=FMN; Xref=ChEBI:CHEBI:58210; Evidence={ECO:0000255|HAMAP-Rule:MF_01216}; Note=Binds 1 FMN per subunit. {ECO:0000255|HAMAP-Rule:MF_01216};	1.6.5.-; 1.7.1.17	398577
B1YSH2	reviewed	COFACTOR: Name=Mg(2+); Xref=ChEBI:CHEBI:18420; Evidence={ECO:0000255|HAMAP-Rule:MF_01588}; Name=Mn(2+); Xref=ChEBI:CHEBI:29035; Evidence={ECO:0000255|HAMAP-Rule:MF_01588};	6.5.1.2	398577
B1YT08	reviewed		1.17.1.8	398577
B1YTJ3	reviewed	COFACTOR: Name=a divalent metal cation; Xref=ChEBI:CHEBI:60240; Evidence={ECO:0000255|HAMAP-Rule:MF_00361};	2.7.1.23	398577
B1YTP7	reviewed		7.1.1.-	398577
B1YTP9	reviewed	COFACTOR: Name=[4Fe-4S] cluster; Xref=ChEBI:CHEBI:49883; Evidence={ECO:0000255|HAMAP-Rule:MF_01351}; Note=Binds 2 [4Fe-4S] clusters per subunit. {ECO:0000255|HAMAP-Rule:MF_01351};	7.1.1.-	398577
B1YTQ6	reviewed	COFACTOR: Name=[4Fe-4S] cluster; Xref=ChEBI:CHEBI:49883; Evidence={ECO:0000255|HAMAP-Rule:MF_01356}; Note=Binds 1 [4Fe-4S] cluster. {ECO:0000255|HAMAP-Rule:MF_01356};	7.1.1.-	398577
B1YTQ7	reviewed		7.1.1.-	398577
B1YXP0	reviewed	COFACTOR: Name=Zn(2+); Xref=ChEBI:CHEBI:29105; Evidence={ECO:0000255|HAMAP-Rule:MF_00627}; Note=Binds 2 Zn(2+) ions per subunit. {ECO:0000255|HAMAP-Rule:MF_00627};	1.1.1.103	398577
B1Z033	reviewed	COFACTOR: Name=K(+); Xref=ChEBI:CHEBI:29103; Evidence={ECO:0000255|HAMAP-Rule:MF_00804}; Note=Binds 2 potassium ions per subunit. {ECO:0000255|HAMAP-Rule:MF_00804};	1.2.1.8	398577
B1Z034	reviewed	COFACTOR: Name=FAD; Xref=ChEBI:CHEBI:57692; Evidence={ECO:0000255|HAMAP-Rule:MF_00750};	1.1.99.1; 1.2.1.8	398577
B1Z0R0	reviewed		6.3.1.5	398577
B1Z1S8	reviewed		1.3.1.9	398577
B1Z3G9	reviewed	COFACTOR: Name=FMN; Xref=ChEBI:CHEBI:58210; Evidence={ECO:0000255|HAMAP-Rule:MF_01017}; Note=Binds 1 FMN per monomer. {ECO:0000255|HAMAP-Rule:MF_01017};	1.6.5.2	398577
B1Z9P1	reviewed	COFACTOR: Name=Mg(2+); Xref=ChEBI:CHEBI:18420; Evidence={ECO:0000255|HAMAP-Rule:MF_01588}; Name=Mn(2+); Xref=ChEBI:CHEBI:29035; Evidence={ECO:0000255|HAMAP-Rule:MF_01588};	6.5.1.2	441620
B1ZA38	reviewed	COFACTOR: Name=[4Fe-4S] cluster; Xref=ChEBI:CHEBI:49883; Evidence={ECO:0000255|HAMAP-Rule:MF_01351}; Note=Binds 2 [4Fe-4S] clusters per subunit. {ECO:0000255|HAMAP-Rule:MF_01351};	7.1.1.-	441620
B1ZA45	reviewed	COFACTOR: Name=[4Fe-4S] cluster; Xref=ChEBI:CHEBI:49883; Evidence={ECO:0000255|HAMAP-Rule:MF_01356}; Note=Binds 1 [4Fe-4S] cluster. {ECO:0000255|HAMAP-Rule:MF_01356};	7.1.1.-	441620
B1ZAJ4	reviewed	COFACTOR: Name=Zn(2+); Xref=ChEBI:CHEBI:29105; Evidence={ECO:0000255|HAMAP-Rule:MF_00536}; Name=Mg(2+); Xref=ChEBI:CHEBI:18420; Evidence={ECO:0000255|HAMAP-Rule:MF_00536}; Name=Co(2+); Xref=ChEBI:CHEBI:48828; Evidence={ECO:0000255|HAMAP-Rule:MF_00536}; Note=Binds 1 divalent metal cation per subunit. Can use ions such as Zn(2+), Mg(2+) or Co(2+). {ECO:0000255|HAMAP-Rule:MF_00536};	1.1.1.262	441620
B1ZB19	reviewed		1.5.1.42	441620
B1ZES7	reviewed	COFACTOR: Name=FAD; Xref=ChEBI:CHEBI:57692; Evidence={ECO:0000255|HAMAP-Rule:MF_01037};	2.1.1.74	441620
B1ZJX9	reviewed	COFACTOR: Name=FMN; Xref=ChEBI:CHEBI:58210; Evidence={ECO:0000255|HAMAP-Rule:MF_01017}; Note=Binds 1 FMN per monomer. {ECO:0000255|HAMAP-Rule:MF_01017};	1.6.5.2	441620
B1ZKG7	reviewed	COFACTOR: Name=FMN; Xref=ChEBI:CHEBI:58210; Evidence={ECO:0000255|HAMAP-Rule:MF_01216}; Note=Binds 1 FMN per subunit. {ECO:0000255|HAMAP-Rule:MF_01216};	1.6.5.-; 1.7.1.17	441620
B1ZMR3	reviewed	COFACTOR: Name=Mg(2+); Xref=ChEBI:CHEBI:18420; Evidence={ECO:0000255|HAMAP-Rule:MF_01588}; Name=Mn(2+); Xref=ChEBI:CHEBI:29035; Evidence={ECO:0000255|HAMAP-Rule:MF_01588};	6.5.1.2	452637
B1ZNL9	reviewed	COFACTOR: Name=FMN; Xref=ChEBI:CHEBI:58210; Evidence={ECO:0000255|HAMAP-Rule:MF_01216}; Note=Binds 1 FMN per subunit. {ECO:0000255|HAMAP-Rule:MF_01216};	1.6.5.-; 1.7.1.17	452637
B1ZQS6	reviewed	COFACTOR: Name=Co(2+); Xref=ChEBI:CHEBI:48828; Evidence={ECO:0000255|HAMAP-Rule:MF_00110}; Name=Zn(2+); Xref=ChEBI:CHEBI:29105; Evidence={ECO:0000255|HAMAP-Rule:MF_00110}; Note=Binds 1 divalent metal cation per subunit. Can use either Co(2+) or Zn(2+). {ECO:0000255|HAMAP-Rule:MF_00110}; COFACTOR: Name=NAD(+); Xref=ChEBI:CHEBI:57540; Evidence={ECO:0000255|HAMAP-Rule:MF_00110};	4.2.3.4	452637
B1ZRS0	reviewed		7.1.1.-	452637
B1ZRS3	reviewed		7.1.1.-	452637
B1ZRT2	reviewed	COFACTOR: Name=[4Fe-4S] cluster; Xref=ChEBI:CHEBI:49883; Evidence={ECO:0000255|HAMAP-Rule:MF_01356}; Note=Binds 1 [4Fe-4S] cluster. {ECO:0000255|HAMAP-Rule:MF_01356};	7.1.1.-	452637
B1ZUJ0	reviewed	COFACTOR: Name=[4Fe-4S] cluster; Xref=ChEBI:CHEBI:49883; Evidence={ECO:0000255|HAMAP-Rule:MF_01356}; Note=Binds 1 [4Fe-4S] cluster. {ECO:0000255|HAMAP-Rule:MF_01356};	7.1.1.-	452637
B1ZUK1	reviewed		7.1.1.-	452637
B1ZWH2	reviewed	COFACTOR: Name=Mg(2+); Xref=ChEBI:CHEBI:18420; Evidence={ECO:0000255|HAMAP-Rule:MF_01588}; Name=Mn(2+); Xref=ChEBI:CHEBI:29035; Evidence={ECO:0000255|HAMAP-Rule:MF_01588};	6.5.1.2	452637
B1ZZ93	reviewed		1.3.1.9	452637
B2A259	reviewed	COFACTOR: Name=Co(2+); Xref=ChEBI:CHEBI:48828; Evidence={ECO:0000255|HAMAP-Rule:MF_00110}; Name=Zn(2+); Xref=ChEBI:CHEBI:29105; Evidence={ECO:0000255|HAMAP-Rule:MF_00110}; Note=Binds 1 divalent metal cation per subunit. Can use either Co(2+) or Zn(2+). {ECO:0000255|HAMAP-Rule:MF_00110}; COFACTOR: Name=NAD(+); Xref=ChEBI:CHEBI:57540; Evidence={ECO:0000255|HAMAP-Rule:MF_00110};	4.2.3.4	457570
B2A2U4	reviewed	COFACTOR: Name=FMN; Xref=ChEBI:CHEBI:58210; Evidence={ECO:0000250}; Note=Binds 1 FMN per subunit. {ECO:0000250};	1.3.1.14	457570
B2A334	reviewed	COFACTOR: Name=FAD; Xref=ChEBI:CHEBI:57692; Evidence={ECO:0000255|HAMAP-Rule:MF_01037};	2.1.1.74	457570
B2A3D8	reviewed	COFACTOR: Name=NAD(+); Xref=ChEBI:CHEBI:57540; Evidence={ECO:0000255|HAMAP-Rule:MF_00577}; Note=Binds 1 NAD(+) per subunit. {ECO:0000255|HAMAP-Rule:MF_00577};	4.2.1.49	457570
B2A524	reviewed	COFACTOR: Name=a divalent metal cation; Xref=ChEBI:CHEBI:60240; Evidence={ECO:0000255|HAMAP-Rule:MF_00361};	2.7.1.23	457570
B2A5W5	reviewed	COFACTOR: Name=Mg(2+); Xref=ChEBI:CHEBI:18420; Evidence={ECO:0000255|HAMAP-Rule:MF_01588}; Name=Mn(2+); Xref=ChEBI:CHEBI:29035; Evidence={ECO:0000255|HAMAP-Rule:MF_01588};	6.5.1.2	457570
B2AGQ1	reviewed		1.1.1.94	977880
B2FHD8	reviewed		1.1.1.94	522373
B2FKE2	reviewed	COFACTOR: Name=FMN; Xref=ChEBI:CHEBI:58210; Evidence={ECO:0000255|HAMAP-Rule:MF_01216}; Note=Binds 1 FMN per subunit. {ECO:0000255|HAMAP-Rule:MF_01216};	1.6.5.-; 1.7.1.17	522373
B2FKG1	reviewed	COFACTOR: Name=NAD(+); Xref=ChEBI:CHEBI:57540; Evidence={ECO:0000255|HAMAP-Rule:MF_00577}; Note=Binds 1 NAD(+) per subunit. {ECO:0000255|HAMAP-Rule:MF_00577};	4.2.1.49	522373
B2FKJ1	reviewed	COFACTOR: Name=Mg(2+); Xref=ChEBI:CHEBI:18420; Evidence={ECO:0000255|HAMAP-Rule:MF_01588}; Name=Mn(2+); Xref=ChEBI:CHEBI:29035; Evidence={ECO:0000255|HAMAP-Rule:MF_01588};	6.5.1.2	522373
B2FN96	reviewed		7.1.1.-	522373
B2FNX6	reviewed		7.1.1.-	522373
B2FNX8	reviewed	COFACTOR: Name=[4Fe-4S] cluster; Xref=ChEBI:CHEBI:49883; Evidence={ECO:0000255|HAMAP-Rule:MF_01356}; Note=Binds 1 [4Fe-4S] cluster. {ECO:0000255|HAMAP-Rule:MF_01356};	7.1.1.-	522373
B2FPG6	reviewed	COFACTOR: Name=Zn(2+); Xref=ChEBI:CHEBI:29105; Evidence={ECO:0000255|HAMAP-Rule:MF_00536}; Name=Mg(2+); Xref=ChEBI:CHEBI:18420; Evidence={ECO:0000255|HAMAP-Rule:MF_00536}; Name=Co(2+); Xref=ChEBI:CHEBI:48828; Evidence={ECO:0000255|HAMAP-Rule:MF_00536}; Note=Binds 1 divalent metal cation per subunit. Can use ions such as Zn(2+), Mg(2+) or Co(2+). {ECO:0000255|HAMAP-Rule:MF_00536};	1.1.1.262	522373
B2FQ70	reviewed		1.17.1.8	522373
B2FQ89	reviewed	COFACTOR: Name=FAD; Xref=ChEBI:CHEBI:57692; Evidence={ECO:0000255|HAMAP-Rule:MF_00750};	1.1.99.1; 1.2.1.8	522373
B2FQ90	reviewed	COFACTOR: Name=K(+); Xref=ChEBI:CHEBI:29103; Evidence={ECO:0000255|HAMAP-Rule:MF_00804}; Note=Binds 2 potassium ions per subunit. {ECO:0000255|HAMAP-Rule:MF_00804};	1.2.1.8	522373
B2FQN4	reviewed	COFACTOR: Name=Zn(2+); Xref=ChEBI:CHEBI:29105; Evidence={ECO:0000255|HAMAP-Rule:MF_00627}; Note=Binds 2 Zn(2+) ions per subunit. {ECO:0000255|HAMAP-Rule:MF_00627};	1.1.1.103	522373
B2G5Q7	reviewed		6.3.1.5	557433
B2G5Z4	reviewed		1.1.1.94	557433
B2G6J1	reviewed	COFACTOR: Name=a divalent metal cation; Xref=ChEBI:CHEBI:60240; Evidence={ECO:0000255|HAMAP-Rule:MF_00361};	2.7.1.23	557433
B2G8T9	reviewed	COFACTOR: Name=Mg(2+); Xref=ChEBI:CHEBI:18420; Evidence={ECO:0000255|HAMAP-Rule:MF_01588}; Name=Mn(2+); Xref=ChEBI:CHEBI:29035; Evidence={ECO:0000255|HAMAP-Rule:MF_01588};	6.5.1.2	557433
B2G9W3	reviewed	COFACTOR: Name=K(+); Xref=ChEBI:CHEBI:29103; Evidence={ECO:0000255|HAMAP-Rule:MF_01966}; Note=Binds 1 potassium ion per subunit. {ECO:0000255|HAMAP-Rule:MF_01966};	5.1.99.6	557433
B2GA98	reviewed		6.3.1.5	334390
B2GAJ3	reviewed		1.1.1.94	334390
B2GBW0	reviewed		1.1.1.27	334390
B2GC12	reviewed		1.17.1.8	334390
B2GDS9	reviewed	COFACTOR: Name=Mg(2+); Xref=ChEBI:CHEBI:18420; Evidence={ECO:0000255|HAMAP-Rule:MF_01588}; Name=Mn(2+); Xref=ChEBI:CHEBI:29035; Evidence={ECO:0000255|HAMAP-Rule:MF_01588};	6.5.1.2	334390
B2GER9	reviewed	COFACTOR: Name=K(+); Xref=ChEBI:CHEBI:29103; Evidence={ECO:0000255|HAMAP-Rule:MF_01966}; Note=Binds 1 potassium ion per subunit. {ECO:0000255|HAMAP-Rule:MF_01966};	5.1.99.6	334390
B2GL64	reviewed	COFACTOR: Name=Mg(2+); Xref=ChEBI:CHEBI:18420; Evidence={ECO:0000255|HAMAP-Rule:MF_01588}; Name=Mn(2+); Xref=ChEBI:CHEBI:29035; Evidence={ECO:0000255|HAMAP-Rule:MF_01588};	6.5.1.2	378753
B2HGD8	reviewed		7.1.1.-	216594
B2HGE0	reviewed	COFACTOR: Name=[4Fe-4S] cluster; Xref=ChEBI:CHEBI:49883; Evidence={ECO:0000255|HAMAP-Rule:MF_01351}; Note=Binds 2 [4Fe-4S] clusters per subunit. {ECO:0000255|HAMAP-Rule:MF_01351};	7.1.1.-	216594
B2HGE7	reviewed	COFACTOR: Name=[4Fe-4S] cluster; Xref=ChEBI:CHEBI:49883; Evidence={ECO:0000255|HAMAP-Rule:MF_01356}; Note=Binds 1 [4Fe-4S] cluster. {ECO:0000255|HAMAP-Rule:MF_01356};	7.1.1.-	216594
B2HIF0	reviewed	COFACTOR: Name=Mg(2+); Xref=ChEBI:CHEBI:18420; Evidence={ECO:0000255|HAMAP-Rule:MF_01588}; Name=Mn(2+); Xref=ChEBI:CHEBI:29035; Evidence={ECO:0000255|HAMAP-Rule:MF_01588};	6.5.1.2	216594
B2HIH1	reviewed	COFACTOR: Name=Mg(2+); Xref=ChEBI:CHEBI:18420; Evidence={ECO:0000255|HAMAP-Rule:MF_01035}; Name=Mn(2+); Xref=ChEBI:CHEBI:29035; Evidence={ECO:0000255|HAMAP-Rule:MF_01035}; Note=Binds 1 Mg(2+) or Mn(2+) ion per subunit. {ECO:0000255|HAMAP-Rule:MF_01035};	1.1.1.85	216594
B2HKW6	reviewed		1.17.1.8	216594
B2HU41	reviewed		7.1.1.-	405416
B2HU42	reviewed	COFACTOR: Name=[4Fe-4S] cluster; Xref=ChEBI:CHEBI:49883; Evidence={ECO:0000255|HAMAP-Rule:MF_01356}; Note=Binds 1 [4Fe-4S] cluster. {ECO:0000255|HAMAP-Rule:MF_01356};	7.1.1.-	405416
B2HU43	reviewed		7.1.1.-	405416
B2HU48	reviewed	COFACTOR: Name=[4Fe-4S] cluster; Xref=ChEBI:CHEBI:49883; Evidence={ECO:0000255|HAMAP-Rule:MF_01351}; Note=Binds 2 [4Fe-4S] clusters per subunit. {ECO:0000255|HAMAP-Rule:MF_01351};	7.1.1.-	405416
B2HU50	reviewed		7.1.1.-	405416
B2HUJ5	reviewed	COFACTOR: Name=Mg(2+); Xref=ChEBI:CHEBI:18420; Evidence={ECO:0000255|HAMAP-Rule:MF_01588}; Name=Mn(2+); Xref=ChEBI:CHEBI:29035; Evidence={ECO:0000255|HAMAP-Rule:MF_01588};	6.5.1.2	405416
B2HUU0	reviewed		1.1.1.94	405416
B2HV79	reviewed	COFACTOR: Name=FAD; Xref=ChEBI:CHEBI:57692; Evidence={ECO:0000255|HAMAP-Rule:MF_00750};	1.1.99.1; 1.2.1.8	405416
B2HV80	reviewed	COFACTOR: Name=K(+); Xref=ChEBI:CHEBI:29103; Evidence={ECO:0000255|HAMAP-Rule:MF_00804}; Note=Binds 2 potassium ions per subunit. {ECO:0000255|HAMAP-Rule:MF_00804};	1.2.1.8	405416
B2HVA8	reviewed		1.4.1.21	405416
B2HX89	reviewed		1.1.1.290	405416
B2I0J2	reviewed	COFACTOR: Name=Co(2+); Xref=ChEBI:CHEBI:48828; Evidence={ECO:0000255|HAMAP-Rule:MF_00110}; Name=Zn(2+); Xref=ChEBI:CHEBI:29105; Evidence={ECO:0000255|HAMAP-Rule:MF_00110}; Note=Binds 1 divalent metal cation per subunit. Can use either Co(2+) or Zn(2+). {ECO:0000255|HAMAP-Rule:MF_00110}; COFACTOR: Name=NAD(+); Xref=ChEBI:CHEBI:57540; Evidence={ECO:0000255|HAMAP-Rule:MF_00110};	4.2.3.4	405416
B2I2C4	reviewed	COFACTOR: Name=NAD(+); Xref=ChEBI:CHEBI:57540; Evidence={ECO:0000255|HAMAP-Rule:MF_00577}; Note=Binds 1 NAD(+) per subunit. {ECO:0000255|HAMAP-Rule:MF_00577};	4.2.1.49	405416
B2I2G4	reviewed		1.17.1.8	405416
B2I5B4	reviewed		1.1.1.94	405441
B2I785	reviewed	COFACTOR: Name=[4Fe-4S] cluster; Xref=ChEBI:CHEBI:49883; Evidence={ECO:0000255|HAMAP-Rule:MF_01356}; Note=Binds 1 [4Fe-4S] cluster. {ECO:0000255|HAMAP-Rule:MF_01356};	7.1.1.-	405441
B2I841	reviewed		1.17.1.8	405441
B2I9G0	reviewed	COFACTOR: Name=Co(2+); Xref=ChEBI:CHEBI:48828; Evidence={ECO:0000255|HAMAP-Rule:MF_00110}; Name=Zn(2+); Xref=ChEBI:CHEBI:29105; Evidence={ECO:0000255|HAMAP-Rule:MF_00110}; Note=Binds 1 divalent metal cation per subunit. Can use either Co(2+) or Zn(2+). {ECO:0000255|HAMAP-Rule:MF_00110}; COFACTOR: Name=NAD(+); Xref=ChEBI:CHEBI:57540; Evidence={ECO:0000255|HAMAP-Rule:MF_00110};	4.2.3.4	405441
B2I9S4	reviewed	COFACTOR: Name=Mg(2+); Xref=ChEBI:CHEBI:18420; Evidence={ECO:0000255|HAMAP-Rule:MF_01588}; Name=Mn(2+); Xref=ChEBI:CHEBI:29035; Evidence={ECO:0000255|HAMAP-Rule:MF_01588};	6.5.1.2	405441
B2IBR8	reviewed		1.17.1.8	395963
B2ID14	reviewed		1.1.1.94	395963
